engineload,coolant,vehiclespeed,rpm,obddistance,runtime,engine_torque_percent,fuel_consumption,fuel_level,fl_level,fuel_rate,fuel_economy,accelerator_pedal_pos,drivers_demand_engine_torque_percent,engine_torque_mode,adblue_level,part_of_day,date,time
81,4.99894E+12,24.78125,1173,64274600,2069.2,60,18907,47.2,172.28,22.45,0.736154274,98.4,76,2.772588722,99.2,Evening,21-03-2024,20:19:53
70,6.27393E+12,43.03125,940.5,64275784,2069.2,51,18908,47.6,173.74,16.5,1.182852911,63.2,51,1.098612289,99.2,Evening,21-03-2024,20:22:02
66,6.75649E+12,30.984375,1072.5,64276396,2069.25,49,18908,48,175.2,18.8,0.969535265,61.2,50,1.098612289,99.2,Evening,21-03-2024,20:23:06
91,7.27045E+12,36.34375,920.875,64277836,2069.25,66,18908.5,48,175.2,21.8,0.981317434,78.8,66,1.098612289,99.2,Evening,21-03-2024,20:25:16
11,5.39667E+12,50.171875,787.25,64279124,2069.3,7,18909.5,49.2,179.58,1.9,3.302541745,0,0,0.693147181,99.2,Evening,21-03-2024,20:27:24
75,6.75649E+12,34.390625,1206.375,64280504,2069.35,57,18910,47.6,173.74,21.2,0.965080896,83.2,72,2.772588722,99.2,Evening,21-03-2024,20:29:33
0,6.27393E+12,48.40625,1058.125,64281128,2069.35,0,18910.5,48.8,178.12,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,20:30:37
11,2.02596E+12,43.140625,750,64282004,2069.4,7,18910.5,50,182.5,1.45,3.397675554,0,0,0.693147181,99.2,Evening,21-03-2024,20:31:42
62,2.85266E+12,45.515625,1117.875,64283632,2069.4,47,18910.5,48.4,176.66,14.45,1.398427481,58.8,48,1.098612289,99.2,Evening,21-03-2024,20:33:51
10,2.62288E+12,48.9375,748,64284552,2069.45,7,18910.5,48.4,176.66,1.4,3.573979219,0,0,0.693147181,99.2,Evening,21-03-2024,20:34:56
10,3.09945E+12,56.546875,749.25,64285396,2069.45,6,18910.5,47.6,173.74,1.85,3.439578897,0,0,0.693147181,99.2,Evening,21-03-2024,20:36:01
21,3.09945E+12,46.140625,751.625,64286404,2069.45,14,18910.5,49.2,179.58,2.7,2.892106364,0,0,0.693147181,99.2,Evening,21-03-2024,20:37:05
1,2.85266E+12,43.578125,1099.875,64287044,2069.5,1,18911,46,167.9,0.6,4.287753509,5.6,1,1.098612289,99.2,Evening,21-03-2024,20:38:10
86,3.36429E+12,35.03125,892.75,64288504,2069.5,61,18911,48.4,176.66,20.7,0.991514153,73.6,61,1.098612289,99.2,Evening,21-03-2024,20:40:19
78,4.62657E+12,34.265625,1191.375,64289072,2069.55,58,18911.5,48.4,176.66,21.3,0.956862686,73.6,62,2.772588722,99.2,Evening,21-03-2024,20:41:23
0,4.99894E+12,43.53125,1111.875,64289712,2069.55,0,18911.5,48.8,178.12,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,20:42:27
16,3.9525E+12,40.46875,1019.375,64290536,2069.6,14,18912,50.4,183.96,4,2.405677413,73.2,62,2.302585093,99.2,Evening,21-03-2024,20:43:32
33,4.99894E+12,41.671875,1055.125,64291184,2069.6,24,18912,47.6,173.74,8.7,1.752590829,36.4,25,1.098612289,99.2,Evening,21-03-2024,20:44:36
64,5.39667E+12,36.9375,1273.125,64291756,2069.6,49,18912,45.6,166.44,20.65,1.020087526,65.6,54,2.302585093,99.2,Evening,21-03-2024,20:45:40
0,3.64826E+12,39.65625,998.875,64292544,2069.65,0,18912.5,47.2,172.28,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,20:46:44
0,3.36429E+12,39.171875,992.5,64293216,2069.65,0,18912.5,48,175.2,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,20:47:49
19,4.27819E+12,38.25,940.5,64293896,2069.65,15,18912.5,48.4,176.66,4.4,2.26314558,24,15,1.098612289,99.2,Evening,21-03-2024,20:48:53
73,4.62657E+12,28.578125,996,64294500,2069.7,55,18913,48.4,176.66,17.8,0.957612621,66.8,55,1.098612289,99.2,Evening,21-03-2024,20:49:58
77,4.99894E+12,39.484375,1009.125,64295128,2069.7,58,18913,45.2,164.98,19.05,1.121143021,70,58,1.098612289,99.2,Evening,21-03-2024,20:51:02
64,4.99894E+12,38.265625,970.375,64295796,2069.7,46,18913.5,46,167.9,15.2,1.257772713,59.2,46,1.098612289,99.2,Evening,21-03-2024,20:52:06
18,3.9525E+12,26.25,920.5,64296324,2069.75,13,18913.5,48.4,176.66,4.4,1.951752421,36.8,34,2.302585093,99.2,Evening,21-03-2024,20:53:10
79,2.62288E+12,33.84375,1185.125,64296896,2069.75,60,18914,46.4,169.36,22.1,0.926395744,72.4,61,2.772588722,99.2,Evening,21-03-2024,20:54:14
75,4.27819E+12,34.671875,1202,64297448,2069.75,57,18914,46.8,170.82,20.65,0.982049221,77.2,66,2.772588722,99.2,Evening,21-03-2024,20:55:19
89,6.27393E+12,27.390625,951.125,64298160,2069.8,64,18914.5,47.6,173.74,21.8,0.814396424,78,65,1.098612289,99.2,Evening,21-03-2024,20:56:23
67,6.27393E+12,43.0625,1092.25,64298752,2069.8,51,18914.5,44.4,162.06,19.25,1.172627266,62.4,51,1.098612289,99.2,Evening,21-03-2024,20:57:27
12,3.36429E+12,53.84375,747.25,64299768,2069.85,8,18915,46.4,169.36,1.65,3.499698526,0,0,0.693147181,99.2,Evening,21-03-2024,20:58:32
75,3.36429E+12,41.359375,1044.5,64300520,2069.85,57,18915,46.8,170.82,18.4,1.176248256,68.8,57,1.098612289,99.2,Evening,21-03-2024,20:59:37
10,3.09945E+12,49.3125,752.25,64301392,2069.85,6,18915,47.6,173.74,1.75,3.347227807,0,0,0.693147181,99.2,Evening,21-03-2024,21:00:42
87,2.85266E+12,31.640625,805.625,64302060,2069.9,56,18915,45.6,166.44,15.55,1.107685601,68,56,1.098612289,99.2,Evening,21-03-2024,21:01:46
75,3.09945E+12,43.875,1108.375,64302796,2069.9,57,18915.5,49.6,181.04,17.9,1.232469149,68.4,57,1.098612289,99.2,Evening,21-03-2024,21:02:50
99,3.09945E+12,28.8125,1009.375,64303500,2069.9,75,18915.5,45.2,164.98,21.8,0.845063223,87.6,76,1.098612289,99.2,Evening,21-03-2024,21:03:55
75,3.9525E+12,27.671875,962.25,64304032,2069.95,55,18915.5,44.4,162.06,17.95,0.929484549,67.2,55,1.098612289,99.2,Evening,21-03-2024,21:04:59
19,5.39667E+12,34.734375,932,64304568,2069.95,32,18916,46,167.9,6.1,1.908094702,28.4,32,1.098612289,99.2,Evening,21-03-2024,21:06:03
91,5.82118E+12,34.53125,874.75,64305144,2069.95,62,18916,46.8,170.82,17.05,1.106394429,75.6,62,1.098612289,99.2,Evening,21-03-2024,21:07:07
47,6.75649E+12,34.625,1207.125,64305700,2070,41,18916.5,47.6,173.74,13.55,1.26330984,50.8,50,2.302585093,99.2,Evening,21-03-2024,21:08:11
68,6.27393E+12,49.65625,1251.625,64306376,2070,41,18917,46,167.9,18.35,1.303358468,56.4,42,1.098612289,99.2,Evening,21-03-2024,21:09:16
83,3.9525E+12,47.640625,1198.25,64307264,2070,63,18917,49.2,179.58,22.9,1.11731647,78.4,67,2.772588722,99.2,Evening,21-03-2024,21:10:20
48,5.39667E+12,47.125,1195.625,64308072,2070,38,18917.5,46.4,169.36,13.15,1.522568576,74,61,2.302585093,99.2,Evening,21-03-2024,21:11:25
24,4.27819E+12,44.34375,1107.125,64308960,2070.05,20,18917.5,46,167.9,4.9,2.30434135,56,44,2.302585093,99.2,Evening,21-03-2024,21:12:30
91,3.64826E+12,34.796875,893.75,64309672,2070.05,64,18917.5,46.4,169.36,21.8,0.96135373,77.2,65,1.098612289,99.2,Evening,21-03-2024,21:13:35
78,6.27393E+12,33.125,1147,64310140,2070.1,63,18918,46.4,169.36,23.6,0.87400283,84.8,75,2.772588722,99.2,Evening,21-03-2024,21:14:39
57,6.27393E+12,42.796875,1080.25,64310936,2070.1,45,18918.5,46.8,170.82,13.75,1.410891701,56,45,1.098612289,99.2,Evening,21-03-2024,21:15:43
84,6.27393E+12,35.953125,914.875,64311616,2070.1,60,18918.5,46,167.9,20.45,1.018678064,73.2,61,1.098612289,99.2,Evening,21-03-2024,21:16:47
78,5.82118E+12,43.4375,1105.5,64312376,2070.15,59,18919,46.8,170.82,22.5,1.076893773,71.2,59,1.098612289,99.2,Evening,21-03-2024,21:17:52
85,7.27045E+12,26.296875,906.125,64312960,2070.15,61,18919,44.8,163.52,16.45,0.948576376,73.6,61,1.098612289,99.2,Evening,21-03-2024,21:18:56
41,4.27819E+12,27.84375,985.75,64313544,2070.15,32,18919.5,45.6,166.44,9.75,1.357565306,80.4,67,2.302585093,99.2,Evening,21-03-2024,21:20:01
32,6.27393E+12,44.171875,1122.5,64314460,2070.2,29,18920,46.8,170.82,10.8,1.624557434,37.2,29,1.098612289,99.2,Evening,21-03-2024,21:22:08
65,4.27819E+12,37.109375,919.25,64315324,2070.2,47,18920,46,167.9,15.1,1.237581337,73.6,63,2.302585093,99.2,Evening,21-03-2024,21:23:12
0,4.62657E+12,55.140625,846.5,64315976,2070.25,0,18920.5,46.8,170.82,0,4.840242308,0,0,0.693147181,99.2,Evening,21-03-2024,21:24:16
19,2.62288E+12,41.140625,786.75,64317072,2070.25,11,18920.5,44.4,162.06,3.25,2.61904819,19.6,14,2.302585093,99.2,Evening,21-03-2024,21:25:21
96,4.99894E+12,37.375,949.625,64317724,2070.3,71,18920.5,46.4,169.36,17.4,1.150003227,84,71,1.098612289,99.2,Evening,21-03-2024,21:26:26
69,3.09945E+12,44.921875,1125.875,64318568,2070.3,53,18921,45.2,164.98,19.7,1.186437129,64.8,53,1.098612289,99.2,Evening,21-03-2024,21:27:30
9,3.9525E+12,41.140625,766.75,64319264,2070.3,6,18921,47.2,172.28,1.65,3.226502905,0,0,0.693147181,99.2,Evening,21-03-2024,21:28:35
84,3.9525E+12,31.8125,799.125,64320044,2070.35,54,18921.5,45.6,166.44,14.9,1.135049677,66.4,54,1.098612289,99.2,Evening,21-03-2024,21:29:39
13,6.27393E+12,10.640625,751.875,64320528,2070.35,8,18921.5,47.2,172.28,2.3,1.790456537,0,0,0.693147181,99.2,Evening,21-03-2024,21:30:43
100,3.64826E+12,26.5,929,64321176,2070.4,72,18922,45.2,164.98,21.8,0.79958135,99.6,73,2.302585093,99.2,Evening,21-03-2024,21:52:33
11,5.39667E+12,51.796875,796.125,64321820,2070.4,7,18922.5,46.8,170.82,1.9,3.321897648,0,0,0.693147181,99.2,Evening,21-03-2024,21:53:37
11,3.09945E+12,42.28125,748.375,64322724,2070.45,7,18922.5,45.2,164.98,1.4,3.419709863,0,0,0.693147181,99.2,Evening,21-03-2024,21:54:42
68,3.09945E+12,47.953125,1209.25,64323528,2070.45,52,18922.5,43.6,159.14,18.65,1.268816448,64.4,53,1.098612289,99.2,Evening,21-03-2024,21:55:47
11,2.62288E+12,41.875,746.5,64324500,2070.45,7,18922.5,46.8,170.82,2,3.071408508,0,0,0.693147181,99.2,Evening,21-03-2024,21:56:52
11,2.85266E+12,48.46875,757.75,64325300,2070.5,7,18923,44.4,162.06,1.9,3.254559637,0,0,0.693147181,99.2,Evening,21-03-2024,21:57:56
76,3.36429E+12,38.1875,973.125,64326196,2070.5,56,18923,44.4,162.06,18.6,1.118593625,68.4,57,1.098612289,99.2,Evening,21-03-2024,21:59:01
20,4.27819E+12,48.390625,781.75,64326876,2070.5,13,18923.5,45.6,166.44,3.55,2.671045772,0,0,0.693147181,99.2,Evening,21-03-2024,22:00:05
10,3.36429E+12,45.25,767.25,64327824,2070.55,6,18923.5,40,146,1.75,3.274266179,0,0,0.693147181,99.2,Evening,21-03-2024,22:01:10
27,3.9525E+12,44.671875,1142.75,64328576,2070.55,21,18923.5,44,160.6,5.8,2.163457729,55.2,45,2.302585093,99.2,Evening,21-03-2024,22:02:15
80,4.27819E+12,43.5625,1103,64329448,2070.6,60,18924,44.8,163.52,19.1,1.188819501,72.4,61,1.098612289,99.2,Evening,21-03-2024,22:03:20
55,5.39667E+12,48.390625,1233,64330160,2070.6,41,18924.5,45.2,164.98,14.65,1.462875562,54.8,42,1.098612289,99.2,Evening,21-03-2024,22:04:25
90,4.99894E+12,45.5625,1146.375,64331076,2070.6,68,18924.5,44.8,163.52,25.5,1.017972606,83.2,72,2.772588722,99.2,Evening,21-03-2024,22:05:29
77,5.82118E+12,45.875,1154.75,64331840,2070.65,59,18925,44.8,163.52,18.1,1.258882605,70.8,60,1.098612289,99.2,Evening,21-03-2024,22:06:34
92,3.36429E+12,38.0625,967.375,64332716,2070.65,68,18925,44.4,162.06,21.8,1.010890441,81.2,69,1.098612289,99.2,Evening,21-03-2024,22:07:39
26,5.39667E+12,25.265625,1349.625,64333444,2070.65,25,18925.5,45.2,164.98,7.95,1.437685307,34.4,26,2.302585093,99.2,Evening,21-03-2024,22:08:43
69,5.82118E+12,39.09375,1363,64334020,2070.7,53,18925.5,44.4,162.06,22.35,1.011600912,79.6,68,2.772588722,99.2,Evening,21-03-2024,22:09:47
88,6.27393E+12,42.234375,1076.75,64334808,2070.7,67,18926,42.8,156.22,21.15,1.102510946,78.8,67,1.098612289,99.2,Evening,21-03-2024,22:10:52
10,6.75649E+12,54.765625,766,64335568,2070.7,6,18926.5,44.4,162.06,1.8,3.431590173,0,0,0.693147181,99.2,Evening,21-03-2024,22:11:57
100,2.85266E+12,36.8125,936.25,64336376,2070.75,73,18926.5,42,153.3,17.4,1.138183517,90,73,2.302585093,99.2,Evening,21-03-2024,22:13:02
10,2.85266E+12,57.5625,756.25,64337124,2070.75,6,18927,43.6,159.14,1.8,3.486693929,0,0,0.693147181,99.2,Evening,21-03-2024,22:14:06
84,3.9525E+12,46.109375,1167.5,64338060,2070.8,64,18927,44.4,162.06,19.8,1.198292633,76.4,65,1.098612289,99.2,Evening,21-03-2024,22:15:11
92,3.9525E+12,39.328125,1001.625,64338836,2070.8,69,18927.5,44.8,163.52,21.8,1.031988252,82,70,1.098612289,99.2,Evening,21-03-2024,22:16:15
0,4.62657E+12,41.578125,1045.625,64339656,2070.8,0,18927.5,42.8,156.22,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,22:17:20
96,4.99894E+12,40.234375,1016.25,64340296,2070.85,73,18927.5,42.4,154.76,21.8,1.04306103,85.2,73,1.098612289,99.2,Evening,21-03-2024,22:18:24
0,4.99894E+12,37.96875,974.125,64341084,2070.85,0,18928,42.8,156.22,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,22:19:28
75,6.27393E+12,34.96875,1191.75,64341660,2070.85,58,18928,44.4,162.06,21.3,0.964336581,74,61,2.772588722,99.2,Evening,21-03-2024,22:20:33
100,6.75649E+12,39.09375,1018.25,64342264,2070.9,75,18928.5,44,160.6,21.8,1.044436563,94.4,76,2.302585093,99.2,Evening,21-03-2024,22:21:37
46,2.62288E+12,32.859375,1118,64342880,2070.9,37,18929,45.6,166.44,10.9,1.375000348,91.6,75,2.302585093,99.2,Evening,21-03-2024,22:22:42
88,3.9525E+12,29.875,1053,64343444,2070.9,67,18929,44.8,163.52,26.05,0.7656495,79.2,68,1.098612289,99.2,Evening,21-03-2024,22:23:45
34,5.82118E+12,23.96875,1320.375,64344004,2070.95,36,18929.5,38,138.7,12.4,1.090769111,47.6,54,2.302585093,99.2,Evening,21-03-2024,22:24:50
94,3.9525E+12,40.984375,1037.125,64345576,2071,71,18930,42.8,156.22,21.8,1.056052674,83.2,71,1.098612289,99.2,Evening,21-03-2024,22:26:59
13,2.02596E+12,50.25,750.375,64348000,2071.05,8,18930.5,41.6,151.84,1.7,3.412590565,0,0,0.693147181,99.2,Evening,21-03-2024,22:30:13
51,2.85266E+12,41.234375,1037,64348684,2071.05,39,18931,42.4,154.76,11.85,1.489650923,64.8,53,2.302585093,99.2,Evening,21-03-2024,22:31:18
74,3.09945E+12,43.9375,1111.5,64349404,2071.05,52,18931,41.6,151.84,20.85,1.130015053,66.8,52,1.098612289,99.2,Evening,21-03-2024,22:32:22
37,4.27819E+12,32.453125,825.75,64350800,2071.1,26,18931.5,42.8,156.22,7.75,1.644744726,33.6,26,1.098612289,99.2,Evening,21-03-2024,22:34:31
70,4.27819E+12,49.40625,1250.5,64351500,2071.1,53,18931.5,40.4,147.46,19.15,1.27483892,65.6,54,1.098612289,99.2,Evening,21-03-2024,22:35:36
75,6.75649E+12,25.84375,1224.625,64352196,2071.15,57,18932,39.2,143.08,20.65,0.803961547,87.6,76,2.772588722,99.2,Evening,21-03-2024,22:36:40
23,6.75649E+12,37.734375,968,64352724,2071.15,20,18932,41.2,150.38,5.6,2.040357541,80,68,2.302585093,99.2,Evening,21-03-2024,22:37:45
12,3.64826E+12,46.515625,785.5,64353528,2071.2,8,18932.5,40.8,148.92,2.1,3.127736638,0,0,0.693147181,99.2,Evening,21-03-2024,22:38:49
12,2.62288E+12,43.1875,750.125,64354340,2071.2,8,18932.5,42.8,156.22,2.2,3.03273447,0,0,0.693147181,99.2,Evening,21-03-2024,22:39:54
77,3.09945E+12,39.8125,1007.125,64355116,2071.2,58,18932.5,40.4,147.46,19.05,1.12241527,70,58,1.098612289,99.2,Evening,21-03-2024,22:40:59
99,4.62657E+12,28.09375,978.375,64355700,2071.25,74,18933,40.8,148.92,21.8,0.826434381,90.8,74,2.302585093,99.2,Evening,21-03-2024,22:42:04
10,4.62657E+12,52.265625,749.5,64356544,2071.25,7,18933,42,153.3,1.85,3.365003342,0,0,0.693147181,99.2,Evening,21-03-2024,22:43:08
11,2.40912E+12,53.1875,749.75,64357460,2071.25,7,18933,42.8,156.22,2,3.315179838,0,0,0.693147181,99.2,Evening,21-03-2024,22:44:13
17,3.36429E+12,36.796875,930.625,64358340,2071.3,13,18933,44.4,162.06,4.2,2.269827783,55.6,48,2.302585093,99.2,Evening,21-03-2024,22:45:18
38,3.09945E+12,43.21875,1097.25,64359000,2071.3,30,18933.5,41.6,151.84,11.25,1.573648815,61.6,48,2.302585093,99.2,Evening,21-03-2024,22:46:22
12,3.64826E+12,10.625,757.625,64359700,2071.35,7,18933.5,47.6,173.74,2.05,1.902282436,0,0,0.693147181,99.2,Evening,21-03-2024,22:47:26
81,3.9525E+12,38.015625,929,64360036,2071.35,59,18933.5,42.4,154.76,19.5,1.074228882,84.8,72,2.302585093,99.2,Evening,21-03-2024,22:48:30
100,4.62657E+12,41.5,917.125,64360696,2071.35,72,18934,40.8,148.92,17.4,1.124954954,87.2,72,2.302585093,99.2,Evening,21-03-2024,22:49:35
0,4.99894E+12,41.5625,1055.25,64361448,2071.4,0,18934,44.8,163.52,0,4.840242308,0,0,1.098612289,99.2,Evening,21-03-2024,22:50:39
48,3.09945E+12,38.4375,974.625,64364980,2071.45,33,18935,41.2,150.38,10.6,1.528515907,45.2,33,1.098612289,99.2,Evening,21-03-2024,22:56:02
10,4.27819E+12,49.609375,772.75,64366404,2071.5,6,18935.5,40.8,148.92,1.7,3.380010993,0,0,0.693147181,99.2,Evening,21-03-2024,22:58:11
10,3.64826E+12,54.203125,765.625,64367284,2071.5,6,18935.5,42,153.3,1.8,3.41747052,0,0,0.693147181,99.2,Evening,21-03-2024,22:59:15
71,3.64826E+12,41.84375,1059,64369560,2071.55,53,18936,41.2,150.38,20.6,1.107685601,65.6,54,1.098612289,99.2,Evening,21-03-2024,23:02:29
83,3.64826E+12,38.78125,1037.5,64370256,2071.6,64,18936,40.8,148.92,20.7,1.088798659,75.6,64,1.098612289,99.2,Evening,21-03-2024,23:03:34
82,3.9525E+12,42.953125,1084.625,64371076,2071.6,62,18936.5,40.8,148.92,23.7,1.032683931,74,62,1.098612289,99.2,Evening,21-03-2024,23:04:39
0,5.39667E+12,38.75,973,64371752,2071.6,60,18937,40.8,148.92,19.75,1.078223544,0,60,1.098612289,99.2,Evening,21-03-2024,23:05:43
72,3.36429E+12,9.28125,1099.375,64373144,2071.65,53,18937,38.4,140.16,17.35,0.387067743,66,55,2.302585093,99.2,Evening,21-03-2024,23:07:52
89,4.99894E+12,42.265625,1070.375,64373784,2071.65,67,18937.5,40.4,147.46,25.8,0.970275722,79.2,67,1.098612289,99.2,Evening,21-03-2024,23:08:57
13,5.82118E+12,52.859375,848.75,64374480,2071.7,7,18938,41.6,151.84,2.3,3.173731335,0,0,0.693147181,99.2,Evening,21-03-2024,23:10:01
13,6.27393E+12,12.09375,752.625,64375944,2071.7,8,18938,45.2,164.98,1.6,2.252524617,0,0,0.693147181,99.2,Evening,21-03-2024,23:12:10
71,3.9525E+12,37.0625,1277.125,64377216,2071.8,55,18939,40.8,148.92,23.25,0.949332549,74.8,63,2.772588722,98.8,Evening,21-03-2024,23:16:25
10,6.75649E+12,43.609375,770.125,64377888,2071.8,6,18939.5,42.8,156.22,1.8,3.22634784,0,0,0.693147181,98.8,Evening,21-03-2024,23:17:30
59,3.64826E+12,24.4375,1234,64378364,2071.85,44,18939.5,38,138.7,15.75,0.954609577,61.2,46,2.302585093,98.8,Evening,21-03-2024,23:18:33
16,4.62657E+12,20.921875,944.625,64378520,2071.85,27,18939.5,40,146,7.15,1.346448453,25.6,27,1.098612289,98.8,Evening,21-03-2024,23:19:37
11,5.39667E+12,6.921875,748.75,64378756,2071.85,7,18940,39.6,144.54,1.95,1.514869639,0,0,0.693147181,98.4,Evening,21-03-2024,23:20:41
5,3.64826E+12,0,781.375,64378824,2071.9,4,18940,40,146,1,0.614974482,0,0,0.693147181,97.6,Evening,21-03-2024,23:21:44
11,2.40912E+12,0,749.375,64378824,2071.9,7,18940,37.2,135.78,2.05,0,0,0,0.693147181,97.6,Evening,21-03-2024,23:22:47
13,2.85266E+12,0,747.375,64378824,2071.9,9,18940,36.8,134.32,2.4,0,0,0,0.693147181,98,Evening,21-03-2024,23:23:50
26,5.82977E+11,4.71875,750.75,64378904,2071.95,19,18940,40.8,148.92,3.7,0.826434381,0,0,0.693147181,97.6,Late Night,22-03-2024,01:12:07
25,4.22354E+11,19.59375,756.125,64379568,2072.05,17,18940.5,41.6,151.84,4.45,1.719202755,0,0,0.693147181,88.4,Morning,22-03-2024,07:58:34
14,7.16929E+11,26.9375,907.625,64379712,2072.05,10,18940.5,40.4,147.46,3.3,2.207372578,17.2,11,1.098612289,88.4,Morning,22-03-2024,07:59:37
25,1.28796E+12,39.890625,760,64380464,2072.1,18,18941,41.2,150.38,4.85,2.225889669,0,0,0.693147181,88.4,Morning,22-03-2024,08:00:42
10,1.85482E+12,17.640625,731.625,64381036,2072.1,10,18941,38.8,141.62,1.6,2.470149886,0,0,0.693147181,88.4,Morning,22-03-2024,08:01:47
17,2.62288E+12,17.578125,732.875,64381392,2072.1,11,18941,47.6,173.74,2.25,2.264769616,0,0,0.693147181,88.4,Morning,22-03-2024,08:02:51
12,3.09945E+12,29.765625,853.875,64381624,2072.15,6,18941,40.8,148.92,1.85,2.820494924,0,0,0.693147181,88.4,Morning,22-03-2024,08:03:54
24,4.99894E+12,50.40625,758.5,64382296,2072.15,17,18941.5,38.8,141.62,4.5,2.504887978,0,0,0.693147181,88.4,Morning,22-03-2024,08:04:59
73,3.36429E+12,45.53125,1143.875,64383232,2072.15,55,18941.5,38.8,141.62,20.4,1.167778772,67.2,55,1.098612289,88.4,Morning,22-03-2024,08:06:03
21,2.85266E+12,51.953125,759.125,64384104,2072.2,14,18941.5,40.4,147.46,3.8,2.682732393,0,0,0.693147181,88.4,Morning,22-03-2024,08:07:09
65,2.85266E+12,6.40625,865.625,64384676,2072.2,44,18942,40.4,147.46,11.2,0.394993808,65.6,54,2.302585093,88.4,Morning,22-03-2024,08:08:13
58,3.09945E+12,42.3125,1070.375,64385256,2072.25,43,18942,39.2,143.08,13.45,1.418012529,55.2,44,1.098612289,88.4,Morning,22-03-2024,08:09:18
10,3.9525E+12,52.0625,808.125,64386176,2072.25,6,18942,40.8,148.92,1.75,3.409754399,0,0,0.693147181,88.4,Morning,22-03-2024,08:10:22
10,3.09945E+12,42.34375,749.75,64387020,2072.25,7,18942,40.8,148.92,1.4,3.425063962,0,0,0.693147181,88.4,Morning,22-03-2024,08:11:28
36,3.09945E+12,44.296875,1127.125,64387904,2072.3,24,18942.5,36.8,134.32,9.15,1.76670872,38.4,25,1.098612289,88.4,Morning,22-03-2024,08:12:32
19,3.64826E+12,45.796875,764,64388672,2072.3,13,18942.5,40.4,147.46,3.45,2.651948241,0,0,0.693147181,88.4,Morning,22-03-2024,08:13:37
21,3.09945E+12,40.03125,752.75,64389528,2072.3,14,18942.5,38.8,141.62,3.65,2.47443535,0,0,0.693147181,88.4,Morning,22-03-2024,08:14:41
20,3.9525E+12,54.71875,787.25,64390264,2072.35,14,18943,40.4,147.46,3.65,2.775635825,0,0,0.693147181,88.4,Morning,22-03-2024,08:15:46
10,3.9525E+12,54.609375,766.75,64391084,2072.35,6,18943,39.2,143.08,1.75,3.47430502,0,0,0.693147181,88.4,Morning,22-03-2024,08:16:51
49,3.64826E+12,51.46875,1295.25,64391980,2072.4,37,18943,39.6,144.54,14.95,1.485680043,50,37,1.098612289,88.4,Morning,22-03-2024,08:17:56
76,3.64826E+12,42.4375,1066.375,64392780,2072.4,57,18943.5,38.8,141.62,18.45,1.184049068,69.2,58,1.098612289,88.4,Morning,22-03-2024,08:19:00
10,3.9525E+12,50.8125,794.625,64393756,2072.4,6,18943.5,40,146,1.75,3.40529056,0,0,0.693147181,88.4,Morning,22-03-2024,08:20:05
10,3.36429E+12,43.8125,756.375,64394592,2072.45,6,18943.5,39.6,144.54,1.75,3.251388396,0,0,0.693147181,88.4,Morning,22-03-2024,08:21:10
10,3.9525E+12,56.578125,762.75,64395616,2072.45,6,18944,39.6,144.54,1.75,3.491761468,0,0,0.693147181,88.4,Morning,22-03-2024,08:22:15
51,3.64826E+12,45.75,1156.5,64396436,2072.45,40,18944,36.4,132.86,13.85,1.456978522,50.8,40,1.098612289,88.4,Morning,22-03-2024,08:23:20
16,3.36429E+12,44.90625,1139.75,64397420,2072.5,23,18944,39.6,144.54,4.75,2.333924736,26.8,27,2.302585093,88.4,Morning,22-03-2024,08:24:24
0,3.36429E+12,52.1875,984.125,64398232,2072.5,0,18944.5,37.2,135.78,0,4.840242308,0,0,1.098612289,88.4,Morning,22-03-2024,08:25:30
30,3.64826E+12,52.328125,1312.75,64399184,2072.5,23,18944.5,38.4,140.16,5.35,2.369440241,36.8,23,1.098612289,88.4,Morning,22-03-2024,08:26:34
61,3.09945E+12,41.703125,1061.75,64400036,2072.55,47,18944.5,38.8,141.62,14.7,1.340843336,77.6,65,2.302585093,88.4,Morning,22-03-2024,08:27:39
44,3.64826E+12,46.25,1173.25,64400964,2072.55,33,18945,38.8,141.62,12.4,1.553611327,46.4,34,1.098612289,88.4,Morning,22-03-2024,08:28:44
57,3.64826E+12,46.296875,1153.75,64401752,2072.6,43,18945,36.4,132.86,15.7,1.367565363,55.6,44,1.098612289,88.4,Morning,22-03-2024,08:29:49
10,3.09945E+12,47.265625,748.875,64402808,2072.6,6,18945,39.6,144.54,1.35,3.575457028,0,0,0.693147181,88.4,Morning,22-03-2024,08:30:54
59,3.64826E+12,43.3125,1095.375,64403616,2072.6,45,18945.5,37.6,137.24,16.65,1.276475142,56.4,45,1.098612289,88.4,Morning,22-03-2024,08:31:59
67,4.62657E+12,50.703125,1267.25,64404528,2072.65,51,18945.5,38,138.7,21.4,1.210591492,63.6,51,1.098612289,88.4,Morning,22-03-2024,08:33:03
10,3.9525E+12,39.140625,755.25,64405352,2072.65,6,18945.5,38.8,141.62,1.7,3.164040095,0,0,0.693147181,88.4,Morning,22-03-2024,08:34:08
10,3.09945E+12,49.796875,751.25,64406380,2072.65,6,18946,39.6,144.54,1.3,3.65086113,0,0,0.693147181,88.4,Morning,22-03-2024,08:35:14
